"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","UserLanguage","Consent","dem_state","Pre_state_conf_1","Pre_national_conf_1","cov_trust_federal_1","cov_trust_state_1","cov_2016_accu","cov_2020_accu","dem_birthyear","dem_gender","dem_gender_6_TEXT","dem_child","bipart_intro_time_First.Click","bipart_intro_time_Last.Click","bipart_intro_time_Page.Submit","bipart_intro_time_Click.Count","bipartisan_time_First.Click","bipartisan_time_Last.Click","bipartisan_time_Page.Submit","bipartisan_time_Click.Count","RL_perc_intro_time_First.Click","RL_perc_intro_time_Last.Click","RL_perc_intro_time_Page.Submit","RL_perc_intro_time_Click.Count","RL_perc_time_First.Click","RL_perc_time_Last.Click","RL_perc_time_Page.Submit","RL_perc_time_Click.Count","Handcount_intro_time_First.Click","Handcount_intro_time_Last.Click","Handcount_intro_time_Page.Submit","Handcount_intro_time_Click.Count","Handcount_time_First.Click","Handcount_time_Last.Click","Handcount_time_Page.Submit","Handcount_time_Click.Count","Loser_intro_time_First.Click","Loser_intro_time_Last.Click","Loser_intro_time_Page.Submit","Loser_intro_time_Click.Count","Loser_time_First.Click","Loser_time_Last.Click","Loser_time_Page.Submit","Loser_time_Click.Count","Soup_intro_time_First.Click","Soup_intro_time_Last.Click","Soup_intro_time_Page.Submit","Soup_intro_time_Click.Count","Soup_time_First.Click","Soup_time_Last.Click","Soup_time_Page.Submit","Soup_time_Click.Count","Local_intro_time_First.Click","Local_intro_time_Last.Click","Local_intro_time_Page.Submit","Local_intro_time_Click.Count","Local_time_First.Click","Local_time_Last.Click","Local_time_Page.Submit","Local_time_Click.Count","control_time_First.Click","control_time_Last.Click","control_time_Page.Submit","control_time_Click.Count","Post_state_conf_1","Post_national_conf_1","SecEffect_1","attentioncheck","cov_voting_impt_1","cov_vote_2020","cov_vote_who_2020","cov_vote_who_2020_5_TEXT","dem_edu","dem_party","dem_party_4_TEXT","dem_libcon","dem_race","dem_race_6_TEXT","dem_income","comments","rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","Treatment_group"
"5/4/2021 6:52","5/4/2021 6:56","IP Address","172.58.223.184","100","218","5/4/2021 6:56","R_3FWLjwU0B9rHJOF","40.86219788","-73.89019775","EN","YES","Connecticut","6","6","2","2","Yes","Yes","1983","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.712","13.77","30.974","2","16.545","16.545","17.243","1","","","","","6","6","4","Red,Green","2","No, I did not vote because I chose not to","","","2-year college degree","Democrat","","Moderate Conservative","Latino or Hispanic","","$30,000-$39,999","None","609143a3-6d50-72bb-923f-275c0be93728","38","1","6","15","16","5","2","1","6604","Local"
"5/4/2021 6:50","5/4/2021 6:56","IP Address","172.58.169.19","100","390","5/4/2021 6:56","R_UT8wzS3iaUXi8I9","29.98129272","-90.16629791","EN","YES","Florida","5","1","1","2","Yes","No","1959","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","32.716","0","5","1","1","Black,Red","","","","","","","","","","","","","6091429e-e608-f83c-9705-0a2b7f16a251","61","1","12","1","1","2","5","3","33436","Control"
"5/4/2021 6:53","5/4/2021 6:56","IP Address","108.11.219.68","100","231","5/4/2021 6:56","R_1qTWS6OXyFzOxnJ","40.17880249","-77.00469971","EN","YES","Pennsylvania","8","9","3","3","Yes","Yes","1989","Male","","No","","","","","","","","","","","","","","","","","0","0","11.444","0","0","0","10.881","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","4","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","","60914383-0797-4b82-d876-b7965f512fa6","31","1","22","1","1","6","2","1","17050","Handcount"
"5/4/2021 6:55","5/4/2021 6:56","IP Address","173.22.84.199","100","98","5/4/2021 6:56","R_5pUhUyGOlSfjsxH","42.02279663","-91.65720367","EN","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60914446-3bbd-6a00-6d18-51666efeaef0","36","2","12","1","1","5","3","2","52403",""
"5/4/2021 6:54","5/4/2021 6:56","IP Address","99.144.72.69","100","159","5/4/2021 6:56","R_3Ej28Y7Mvkt44Or","26.31109619","-80.09819794","EN","YES","Florida","9","10","4","2","Yes","Yes","1959","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.682","10.817","13.598","4","10","10","3","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","609143ed-f103-f65d-3530-2a220a228d03","61","1","17","1","1","3","1","3","33441","Control"
"5/4/2021 6:54","5/4/2021 6:57","IP Address","173.79.164.119","100","144","5/4/2021 6:57","R_2aqzZIK6qQGaC1h","38.84519958","-77.46510315","EN","YES","West Virgina","7","7","4","3","Yes","Yes","1983","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.472","38.157","38.801","18","1.138","9.886","13.678","2","","","","","7","7","4","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Asian/Pacific Islander","","$75,000-$99,999","","609143fe-dfed-55f2-e328-bc585e153f37","37","1","13","4","1","6","2","3","20904","Local"
"5/4/2021 6:50","5/4/2021 6:57","IP Address","172.58.27.151","100","410","5/4/2021 6:57","R_306MCx1CkyIHOgB","34.05439758","-118.2440033","EN","YES","Arizona","6","6","2","3","Yes","No","1991","Female","","No","40.899","64.186","68.949","11","10.819","36.824","38.086","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","4","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","None","609142a0-c553-92b3-4750-93e16ae10e8c","29","2","9","1","1","2","5","4","85050","Bipartisan"
"5/4/2021 6:53","5/4/2021 6:57","IP Address","66.11.100.105","100","214","5/4/2021 6:57","R_3FW2721dFxOi4wL","41.31260681","-87.2071991","EN","YES","New York","10","10","5","5","Yes","Yes","1991","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","4.723","9.985","7","9","10","5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","Good vibes","609143cf-278a-6421-db9c-4e5ac11263ff","30","1","20","1","1","8","1","1","10001","Control"
"5/4/2021 6:53","5/4/2021 6:57","IP Address","173.88.28.144","100","216","5/4/2021 6:57","R_2qwOGDbyNGYg29A","39.95300293","-83.0766983","EN","YES","Ohio","1","1","1","1","No","No","1962","Male","","No","","","","","","","","","","","","","","","","","2.095","20.354","21.361","4","14.455","15.036","16.319","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","Dont trust the government","609143c6-d46d-0c08-88e1-6803ba464079","58","1","9","1","1","2","9","2","43204","Handcount"
"5/4/2021 6:53","5/4/2021 6:57","IP Address","134.228.241.130","100","254","5/4/2021 6:57","R_1jBVLLld9yR0uMt","41.70300293","-83.57099915","EN","YES","Ohio","10","3","2","2","No","No","1975","Female","","Yes","1.709","31.627","32.402","6","1.092","14.146","15.291","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","4","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Latino or Hispanic","","$50,000-$74,999","","609143c2-c065-7fa2-d7a1-8b7e6b5ab0be","38","2","9","15","2","5","10","2","43612","Bipartisan"
"5/4/2021 6:54","5/4/2021 6:57","IP Address","96.29.211.202","100","191","5/4/2021 6:57","R_1T8cDQh3UShCC9b","38.17739868","-85.52089691","EN","YES","Kentucky","1","1","1","1","No","No","1975","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.905","13.492","14.607","2","1","1","1","Red,Green","5","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","It was awesome","609143bb-3fa1-ed79-ba37-0a2230aef8de","46","1","11","1","1","5","10","3","40299","Control"
"5/4/2021 6:53","5/4/2021 6:57","IP Address","172.58.3.86","100","226","5/4/2021 6:57","R_3EGb6ERw9C7lxbb","33.75740051","-84.42359924","EN","YES","Georgia","5","5","4","3","No","Yes","1990","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69","13.755","14.552","4","7","6","3","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Black or African American (non-Hispanic)","","$20,000-$29,999","No","609143f7-6f10-b840-2a13-9d2cbf0eadfe","30","2","-3105","2","1","-3105","1","3","30157","Control"
"5/4/2021 6:56","5/4/2021 6:57","IP Address","73.81.122.114","100","99","5/4/2021 6:57","R_vxgepe9w6PbHNC1","39.98429871","-75.22660065","EN","YES","Delaware","10","8","2","2","Yes","No","1987","Female","","No","","","","","","","","","","","","","","","","","1.732","8.937","11.802","12","1.198","9.173","10.971","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","4","Pink","","","","","","","","","","","","","60914468-b1a7-d0ef-6eee-aa10528d41cd","33","2","13","1","1","5","9","3","19805","Handcount"
"5/4/2021 6:54","5/4/2021 6:57","IP Address","67.20.142.231","100","194","5/4/2021 6:57","R_0VXDrWwDiTwqMdX","32.25079346","-80.87180328","EN","YES","South Carolina","8","8","3","3","No","Yes","1996","Female","","No","4.948","12.529","16.792","2","8.187","10.27","11.878","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","","609143cc-72b9-906e-312a-d5617df2dd15","25","2","1","1","1","6","2","3","29909","Bipartisan"
"5/4/2021 6:54","5/4/2021 6:58","IP Address","50.251.155.197","100","189","5/4/2021 6:58","R_30vDPMknr12OEFq","33.89920044","-84.85720062","EN","YES","Georgia","9","9","4","2","Yes","Yes","1991","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","1.024","16.224","32.169","6","0","0","25.401","0","","","","","","","","","","","","","","","","","","","","","2","1","1","Blue","","","","","","","","","","","","","609143cd-d5bf-1a7b-dc5b-d9671eee9f52","30","2","1","1","1","2","10","3","30135","Loser"
"5/4/2021 6:55","5/4/2021 6:58","IP Address","98.190.116.162","100","157","5/4/2021 6:58","R_1DU6Q4bhF8bUgu3","37.75100708","-97.8219986","EN","YES","Oklahoma","6","6","2","2","No","Yes","2001","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.099","4.099","11.36","1","0","0","12.442","0","","","","","7","6","4","Red","","","","","","","","","","","","","609143eb-c001-a57a-d4c3-519186e5a7d9","18","2","-3105","2","1","2","4","3","74012","Local"
"5/4/2021 6:54","5/4/2021 6:58","IP Address","66.58.203.251","100","194","5/4/2021 6:58","R_3F5wwiU8G0P3Ocx","61.21150208","-149.8735962","EN","YES","Alaska","10","10","4","4","Yes","Yes","1999","Male","","No","","","","","","","","","","","","","","","","","0","0","13.98","0","0","0","13.51","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","2","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","","609143e8-c96e-c0b9-cde8-f3eeed16b925","22","1","9","1","1","6","2","4","99517","Handcount"
"5/4/2021 6:53","5/4/2021 6:58","IP Address","107.77.204.101","100","267","5/4/2021 6:58","R_RR09Nzg5vfSQr3H","39.08509827","-77.05899811","EN","YES","West Virgina","8","2","2","3","Yes","No","2001","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","2.331","9.477","14.013","2","2.508","17.66","18.385","11","","","","","","","","","","","","","","","","","","","","","6","5","3","Red,Green","4","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","609143cc-99b6-586a-bdfb-525ff26b8484","18","1","16","1","1","1","10","3","25071","Loser"
"5/4/2021 6:54","5/4/2021 6:58","IP Address","172.58.143.167","100","221","5/4/2021 6:58","R_2YLZqFYVTKTbYt4","41.69039917","-87.61569977","EN","YES","Illinois","10","9","5","4","No","Yes","1994","Male","","No","1.87","9.388","13.126","7","4.566","8.019","18.7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","4","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Latino or Hispanic","","$30,000-$39,999","","60914421-2b25-8cee-3870-cd7909c3c9cd","27","1","5","1","2","2","2","2","60624","Bipartisan"
"5/4/2021 6:56","5/4/2021 6:58","IP Address","73.155.230.69","100","117","5/4/2021 6:58","R_2wvQ4NbsZiFKA9n","29.88340759","-95.45529938","EN","YES","Texas","5","6","3","3","No","Yes","2001","Female","","No","1.13","13.229","14.686","11","0.533","8.8","10.923","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","3","Pink","","","","","","","","","","","","","6091444a-f1fb-5265-2fd0-e653f8fcadf4","18","2","-3105","1","14","2","3","3","77076","Bipartisan"
"5/4/2021 6:56","5/4/2021 6:58","IP Address","68.202.226.182","100","128","5/4/2021 6:58","R_31MlUsd8ro0vOaX","28.2454071","-81.28320313","EN","YES","Florida","10","10","4","5","Yes","Yes","1981","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","5.462","9.984","11.844","2","0","0","12.419","0","","","","","","","","","","","","","","","","","","","","","10","10","1","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","","60914480-f6f7-6357-c3fd-fa8e5f581243","39","2","20","1","1","6","4","3","34772","Loser"
"5/4/2021 6:51","5/4/2021 6:59","IP Address","173.71.197.104","100","467","5/4/2021 6:59","R_2qgxrwe7hauszDk","38.33650208","-77.43659973","EN","YES","New York","10","10","5","5","Yes","Yes","1992","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.757","12.029","13.131","3","0","0","77.883","0","","","","","10","10","5","Red,Green","5","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","Good","609142d2-9398-509d-7fe8-c9d026bd9b19","30","2","20","1","1","7","10","1","10001","Local"
"5/4/2021 6:50","5/4/2021 6:59","IP Address","184.20.95.57","100","546","5/4/2021 6:59","R_2fp77EewcAYMiQQ","37.89709473","-77.78949738","EN","YES","Maryland","5","5","3","3","No","No","1998","Female","","No","","","","","","","","","1.954","28.087","35.622","7","2.585","2.585","22.857","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","2","Red,Green","3","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","Nope","60914294-9b70-0700-1951-0e53db7a9e39","22","2","19","1","1","2","10","3","21160","RL_percentage"
"5/4/2021 6:55","5/4/2021 6:59","IP Address","209.207.20.57","100","221","5/4/2021 6:59","R_26gTgGzXLujTUrM","37.01420593","-93.19860077","EN","YES","Missouri","5","10","1","2","Yes","Yes","1970","Male","","No","","","","","","","","","0","0","11.408","0","0","0","42.157","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","1","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","","60914407-40d0-65ad-f3f9-d56383b02d91","50","1","6","1","1","4","1","2","65714","RL_percentage"
"5/4/2021 6:55","5/4/2021 6:59","IP Address","67.231.197.73","100","246","5/4/2021 6:59","R_2WVklhmDckGhhxn","28.43380737","-81.34719849","EN","YES","Florida","9","8","4","4","Yes","Yes","1959","Male","","Yes","10.105","15.365","17.14","2","5.987","9.688","12.015","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","6091442d-5c51-aad5-53ac-54a7ff6a8af6","61","1","24","1","1","7","10","3","32827","Bipartisan"
"5/4/2021 6:59","5/4/2021 6:59","IP Address","70.94.159.203","100","21","5/4/2021 6:59","R_2wglwRisJJCxNuu","29.54649353","-98.29540253","EN","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6091451a-8e9c-b8a1-35e7-836cf60fe6a1","36","2","5","2","1","4","6","3","78148",""
"5/4/2021 6:55","5/4/2021 6:59","IP Address","70.231.49.110","100","235","5/4/2021 6:59","R_1FSd2yrZq1IvU7e","33.88989258","-118.4008026","EN","YES","Virginia","10","10","5","5","Yes","Yes","1980","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23.248","0","0","0","13.142","0","","","","","10","10","5","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","It was a great experience.","609143b9-b3e7-8d3e-d40f-614ae10bed04","41","1","20","1","1","7","1","3","23060","Local"
"5/4/2021 6:54","5/4/2021 6:59","IP Address","97.114.164.2","100","292","5/4/2021 6:59","R_2c8jPKqzaPYXKhr","35.28779602","-93.12960052","EN","YES","Arkansas","8","4","3","4","Yes","No","1969","Male","","No","","","","","","","","","0","0","39.745","0","0","0","24.352","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","4","3","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","6091440f-8c2a-0f20-05f7-fdc923c0b265","51","1","6","1","1","6","5","3","72023","RL_percentage"
"5/4/2021 6:57","5/4/2021 7:00","IP Address","136.144.58.108","100","159","5/4/2021 7:00","R_BrGCtmbP5eXjOmZ","40.78759766","-74.05999756","EN","YES","New Jersey","8","3","2","1","No","No","1994","Male","","No","","","","","","","","","","","","","","","","","1.253","4.858","16.833","3","0.965","10.56","11.246","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","Red,Green","2","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate Conservative","Latino or Hispanic","","Less than $10,000","Please add more choices","609144a9-da24-4b80-1686-502000205c26","26","1","1","15","12","6","3","1","7628","Handcount"
"5/4/2021 6:57","5/4/2021 7:00","IP Address","172.58.235.22","100","158","5/4/2021 7:00","R_2YKVVX2lANbH2MW","40.72419739","-74.1977005","EN","YES","Arizona","8","9","2","4","No","Yes","2000","Female","","No","","","","","","","","","1.756","12.006","17.791","6","1.301","12.627","13.228","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","9","4","Green","","","","","","","","","","","","","6091445a-b658-88e5-bd6c-c85e41123362","20","2","3","1","1","4","1","3","32006","RL_percentage"
"5/4/2021 6:56","5/4/2021 7:00","IP Address","172.56.5.195","100","229","5/4/2021 7:00","R_1LXp1ipV2PO88MN","28.04060364","-82.39510345","EN","YES","Florida","3","6","2","1","No","Yes","1988","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","3.427","12.669","21.766","5","2.023","17.201","18.278","4","","","","","","","","","","","","","","","","","","","","","3","7","3","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Strong Liberal","Latino or Hispanic","","$40,000-$49,999","N/a","6091442b-7ca0-b321-8656-4c0bd4c8e806","32","2","7","1","14","4","1","3","33616","Loser"
"5/4/2021 6:56","5/4/2021 7:00","IP Address","174.98.179.51","100","224","5/4/2021 7:00","R_cZucC7eEg5uYwDv","39.50819397","-84.3986969","EN","YES","Ohio","5","5","3","3","Yes","No","1979","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.479","41.623","42.533","10","6.171","12.533","13.778","3","","","","","","","","","","","","","7","7","3","Red,Green","3","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","","60914449-b251-263e-fb90-dcc67c1fcfb1","41","1","22","1","1","6","9","2","45042","Soup"
"5/4/2021 6:58","5/4/2021 7:00","IP Address","174.215.200.107","100","116","5/4/2021 7:00","R_3HGleCKsilNx4tV","43.00999451","-76.14959717","EN","YES","","6","5","3","3","No","No","1964","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.813","8.15","9.257","4","6","7","4","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","Less than $10,000","","6091449f-44ce-fee2-5996-4e48e86174f3","56","1","1","13","1","6","2","1","14522","Control"
"5/4/2021 6:55","5/4/2021 7:01","IP Address","98.25.21.89","100","326","5/4/2021 7:01","R_1hASYEoVVjxH292","34.14160156","-80.88860321","EN","YES","South Carolina","10","9","5","4","Yes","Yes","1968","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.269","0","0","0","14.271","0","","","","","10","9","1","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$10,000-$19,999","enjoyable & not biased","6091443f-65a9-84d5-08c6-6e25e28c0a20","52","1","2","1","1","6","1","3","29229","Local"
"5/4/2021 6:29","5/4/2021 7:01","IP Address","72.83.61.48","100","1910","5/4/2021 7:01","R_2VjpL2MNjaZqGmG","38.85969543","-77.19799805","EN","YES","Florida","9","9","4","4","Yes","Yes","1980","Male","","Yes","","","","","","","","","55.558","220.512","261.325","2","0","0","23.431","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","5","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","Nice survey...it was really enlightening","60913df3-b3e2-e8dd-70f0-2b173f9c0382","40","1","21","1","1","7","3","3","33132","RL_percentage"
"5/4/2021 6:51","5/4/2021 7:01","IP Address","47.214.236.207","100","603","5/4/2021 7:01","R_1JEMslQYlGrYdVr","34.3657074","-92.8117981","EN","YES","Arkansas","6","4","4","4","No","Yes","1979","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","0","0","234.954","0","0","0","15.31","0","","","","","","","","","","","","","","","","","","","","","6","4","3","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Black or African American (non-Hispanic)","","$30,000-$39,999","none","609142fc-28e3-f2a7-2c05-8cfdcaca4392","42","2","6","2","1","2","2","3","72104","Loser"
"5/4/2021 7:01","5/4/2021 7:01","IP Address","172.58.59.6","100","9","5/4/2021 7:01","R_dmYm5oN5V7ObyKt","39.73910522","-104.9866028","EN","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","609145b0-e6d5-c083-6d54-7a89b0996b03","28","2","13","15","2","7","7","2","66503",""
"5/4/2021 7:02","5/4/2021 7:02","IP Address","70.175.38.80","100","9","5/4/2021 7:02","R_3lyIOhNI7dRCY86","36.20379639","-115.225502","EN","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60914582-0351-a793-93d6-dfb210628a8b","41","2","4","15","2","2","2","4","89108",""
"5/4/2021 6:59","5/4/2021 7:02","IP Address","75.133.231.144","100","154","5/4/2021 7:02","R_u2CLgeFVhG9IA93","43.03520203","-83.52480316","EN","YES","Michigan","8","8","4","4","Yes","No","1958","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.508","1.508","10.482","1","8","8","3","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","60914558-c0be-be33-630b-6f37c6bf711e","63","1","5","1","1","6","10","2","48423","Control"
"5/4/2021 7:01","5/4/2021 7:02","IP Address","174.228.135.134","100","79","5/4/2021 7:02","R_2zOSsB7drL8bltY","26.64920044","-81.61669922","EN","YES","Florida","9","3","1","1","Yes","Yes","1998","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.006","8.411","9.191","5","0.819","0.819","8.337","1","","","","","","","","","","","","","3","1","2","Black","","","","","","","","","","","","","60914554-e124-c708-a679-3eccf9deebad","22","1","19","1","1","6","9","3","33547","Soup"
"5/4/2021 7:00","5/4/2021 7:02","IP Address","74.199.96.164","100","136","5/4/2021 7:03","R_21mFA2TEcFM9s7i","42.60020447","-83.00330353","EN","YES","Michigan","6","6","3","3","Yes","No","1999","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","9.897","0","0","0","6.325","0","","","","","","","","","","","","","5","6","4","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","No, thank you","60914576-6576-7b62-c701-bc26801481d4","21","1","23","1","1","4","9","2","48313","Soup"
"5/4/2021 7:00","5/4/2021 7:03","IP Address","166.181.80.7","100","163","5/4/2021 7:03","R_2V1PbTv7cgs6tS2","41.60150146","-93.61270142","EN","YES","Oklahoma","6","1","2","3","Yes","No","1989","Male","","No","","","","","","","","","","","","","","","","","3.581","27.159","27.689","19","2.715","6.248","10.942","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","1","Pink","","","","","","","","","","","","","60914561-4d38-e9d2-9e18-71ad0275fd3e","31","1","3","1","1","2","10","3","73038","Handcount"
"5/4/2021 6:58","5/4/2021 7:03","IP Address","165.225.56.73","100","294","5/4/2021 7:03","R_2qpF50ZNlH4BZMH","41.5019989","-82.00910187","EN","YES","Tennessee","7","4","2","3","Yes","No","1967","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","0","0","54.356","0","0","0","21.935","0","","","","","","","","","","","","","","","","","","","","","6","4","4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","no","609144ea-08c0-1e4a-7a48-9ca5cac5fedc","54","1","13","1","1","6","10","3","37312","Loser"
