"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
156,"YES","Virginia",3,3,"1","1","No","No","1978","Female","","Yes",9.01,NA,2,2,"2","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Control",0,1,"1","1","0","0","0","1","0","0",43,"$50,000-$74,999","6",3,-1,-1,"0","1"
218,"YES","Virginia",1,1,"2","1","Yes","No","1969","Male","","Yes",24.296,17.528,1,1,"1","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","9","Handcount",1,1,"0","1","0","0","0","1","0","0",52,"$75,000-$99,999","7",4,0,0,"0","0"
369,"YES","New Jersey",10,10,"5","5","Yes","Yes","1986","Female","","No",17.461,20.826,10,10,"5","Red,Green","5","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Handcount",1,1,"1","0","0","0","0","1","0","0",35,"$50,000-$74,999","6",4,0,0,"1","0"
159,"YES","Florida",10,10,"4","4","Yes","Yes","1964","Male","","No",12.391,15.644,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Handcount",1,1,"0","0","0","0","0","1","0","0",57,"$50,000-$74,999","6",4,0,0,"1","0"
718,"YES","Ohio",3,1,"2","2","No","No","1984","Male","","Yes",9.636,17.877,4,2,"2","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Soup",1,1,"0","1","0","0","0","1","0","0",37,"$150,000","9",8,1,1,"0","1"
179,"YES","Colorado",10,10,"4","4","Yes","Yes","1991","Female","","No",12.037,19.951,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","1","Loser",1,1,"1","0","0","0","0","1","0","0",30,"$30,000-$39,999","4",6,0,0,"1","0"
279,"YES","Texas",7,6,"4","4","No","No","1972","Male","","No",25.05,16.37,9,10,"2","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Conservative","Black or African American (non-Hispanic)","","$75,000-$99,999","1","Loser",1,1,"0","0","0","0","1","0","1","0",49,"$75,000-$99,999","7",6,2,4,"0","1"
468,"YES","California",10,9,"3","3","Yes","Yes","1984","Male","","Yes",23.35,45.906,10,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Latino or Hispanic","","$40,000-$49,999","1","Soup",1,1,"0","1","1","0","0","0","0","0",37,"$40,000-$49,999","5",8,0,0,"1","0"
1177,"YES","Maryland",8,7,"3","4","Yes","No","1967","Male","","No",11.975,26.706,8,7,"3","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","Handcount",1,1,"0","0","0","0","0","1","0","0",54,"$30,000-$39,999","4",4,0,0,"0","0"
300,"YES","Missouri",10,9,"4","4","Yes","Yes","1939","Male","","No",21.445,44.035,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Handcount",1,1,"0","0","0","0","0","1","0","0",82,"$50,000-$74,999","6",4,0,1,"1","0"
530,"YES","Georgia",2,4,"3","3","Yes","No","1976","Male","","Yes",24.264,66.199,3,5,"2","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Soup",1,1,"0","1","0","0","0","1","0","0",45,"$50,000-$74,999","6",8,1,1,"0","0"
127,"YES","California",7,9,"4","5","Yes","Yes","1981","Male","","Yes",13.132,11.906,7,7,"4","White,Black","","","","","","","","","","","","5","RL_percentage",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,7,0,-2,"1","0"
594,"YES","Georgia",8,8,"4","2","Yes","Yes","1974","Male","","Yes",456.011,13.437,8,8,"2","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Soup",1,1,"0","1","0","0","0","1","0","0",47,"$50,000-$74,999","6",8,0,0,"1","0"
244,"YES","Georgia",8,7,"2","3","Yes","No","1946","Male","","Yes",16.524,30.419,8,7,"2","Red,Green","2","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","Loser",1,1,"0","1","0","0","0","1","0","0",75,"$20,000-$29,999","3",6,0,0,"0","0"
233,"YES","Minnesotta",9,9,"4","4","Yes","Yes","1948","Male","","Yes",11.484,14.629,9,9,"4","Blue","","","","","","","","","","","","9","Local",1,0,"0","1","0","0","0","0","0","0",73,NA,NA,5,0,0,"1","0"
80,"YES","Texas",7,8,"4","2","Yes","Yes","1966","Male","","No",11.006,11.536,6,3,"4","Blue","","","","","","","","","","","","1","Bipartisan",1,0,"0","0","0","0","0","0","0","0",55,NA,NA,2,-1,-5,"1","0"
157,"YES","Colorado",10,10,"4","4","Yes","Yes","1992","Female","","No",9.167,NA,10,10,"1","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","Control",0,1,"1","0","0","0","0","1","0","0",29,"$20,000-$29,999","3",3,0,0,"1","0"
310,"YES","Tennessee",10,9,"3","4","Yes","Yes","1967","Male","","No",24.445,30.564,6,6,"5","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","9","Soup",1,1,"0","0","0","0","1","1","0","0",54,"$10,000-$19,999","2",8,-4,-3,"1","0"
137,"YES","California",6,7,"3","3","No","Yes","2000","Female","","No",10.971,12.24,9,9,"4","Blue","","","","","","","","","","","","2","Local",1,0,"1","0","0","0","0","0","0","0",21,NA,NA,5,3,2,"0","0"
642,"YES","Ohio",10,10,"5","5","Yes","Yes","1969","Male","","No",49.235,40.624,10,10,"3","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","1","RL_percentage",1,1,"0","0","0","0","0","1","0","0",52,"$40,000-$49,999","5",7,0,0,"1","0"
252,"YES","New York",8,8,"3","2","Yes","No","1951","Male","","Yes",15.817,NA,8,8,"1","Red,Green","1","Yes, I voted","Jo Jorgensen","","4-year college degree","Other Party","Libertarian","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","8","Control",0,1,"0","1","0","0","0","1","0","0",70,"$100,000-$149,999","8",3,0,0,"0","0"
95,"YES","North Carolina",9,9,"5","5","Yes","No","1981","Male","","No",9.712,15.527,9,8,"5","Red,Blue","","","","","","","","","","","","10","Soup",1,0,"0","0","0","0","0","0","0","0",40,NA,NA,8,0,-1,"0","0"
460,"YES","Texas",10,9,"2","4","Yes","Yes","1962","Male","","Yes",35.941,101.243,9,9,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Black or African American (non-Hispanic)","","$150,000 or more","4","Bipartisan",1,1,"0","1","0","0","0","0","1","0",59,"$150,000","9",2,-1,0,"1","0"
252,"YES","Texas",9,9,"4","3","Yes","Yes","1966","Male","","No",11.354,28.842,8,9,"1","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","Bipartisan",1,1,"0","0","0","0","1","1","0","0",55,"$20,000-$29,999","3",2,-1,0,"1","0"
164,"YES","Kentucky",9,9,"4","4","Yes","No","1971","Male","","Yes",11.353,18.89,9,9,"4","Blue","","","","","","","","","","","","3","Local",1,0,"0","1","0","0","0","0","0","0",50,NA,NA,5,0,0,"0","0"
215,"YES","West Virgina",10,10,"5","5","Yes","Yes","1994","Female","","Yes",12.882,18.465,10,10,"5","Red,Green","5","No, I did not vote because I chose not to","","","2-year college degree","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$20,000-$29,999","3","Loser",1,1,"1","1","0","0","0","1","0","0",27,"$20,000-$29,999","3",6,0,0,"1","0"
862,"YES","New Jersey",7,8,"4","4","Yes","Yes","1975","Female","","Yes",10.627,NA,8,8,"4","Red,Green","4","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Asian/Pacific Islander","","$100,000-$149,999","1","Control",0,1,"1","1","0","0","0","0","0","1",46,"$100,000-$149,999","8",3,1,0,"1","0"
181,"YES","Massachusetts",7,3,"1","1","Yes","No","1973","Male","","No",11.434,19.518,5,5,"2","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Bipartisan",1,1,"0","0","0","0","0","1","0","0",48,"$10,000-$19,999","2",2,-2,2,"0","0"
325,"YES","Texas",10,10,"5","5","Yes","Yes","1983","Male","","Yes",38.152,44.199,10,10,"5","White","","","","","","","","","","","","1","RL_percentage",1,0,"0","1","0","0","0","0","0","0",38,NA,NA,7,0,0,"1","0"
162,"YES","Illinois",7,5,"3","2","No","Yes","2000","Female","","No",12.656,21.199,8,8,"3","Red,Green","3","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Soup",1,1,"1","0","0","0","1","1","0","0",21,"$100,000-$149,999","8",8,1,3,"0","0"
263,"YES","New York",8,8,"4","5","Yes","Yes","1980","Male","","Yes",20.755,16.964,9,10,"5","White","","","","","","","","","","","","5","Handcount",1,0,"0","1","0","0","0","0","0","0",41,NA,NA,4,1,2,"1","0"
406,"YES","Oklahoma",10,10,"5","5","Yes","Yes","1995","Male","","No",19.57,NA,10,10,"5","Red,Green","5","No, I did not vote because I chose not to","","","Some college, but no degree","Republican","","Strong Conservative","Black or African American (non-Hispanic)","","$10,000-$19,999","10","Control",0,1,"0","0","0","0","0","0","1","0",26,"$10,000-$19,999","2",3,0,0,"1","0"
244,"YES","Alabama",1,2,"1","2","Yes","No","1975","Male","","No",9.034,NA,1,2,"2","Red,Green","3","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","Control",0,1,"0","0","0","0","1","1","0","0",46,"$20,000-$29,999","3",3,0,0,"0","0"
435,"YES","New Jersey",4,7,"3","5","No","Yes","2000","Male","","Yes",26.365,12.184,10,2,"4","Blue","","","","","","","","","","","","9","Loser",1,0,"0","1","0","0","0","0","0","0",21,NA,NA,6,6,-5,"0","0"
276,"YES","California",9,9,"3","3","Yes","Yes","1991","Female","","No",11.211,11.298,9,9,"2","Red,Green","3","No, I did not vote because I chose not to","","","Some college, but no degree","Other Party","None","Haven't thought much about it","Asian/Pacific Islander","","$10,000-$19,999","7","RL_percentage",1,1,"1","0","0","0","0","0","0","1",30,"$10,000-$19,999","2",7,0,0,"1","0"
326,"YES","Ohio",8,9,"4","5","Yes","Yes","1981","Male","","Yes",16.778,11.376,8,9,"4","Black","","","","","","","","","","","","1","RL_percentage",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,7,0,0,"1","0"
279,"YES","Tennessee",9,3,"1","4","No","No","1992","Male","","Yes",14.467,29.352,8,2,"2","Red,Green","3","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","4","Loser",1,1,"0","1","0","0","1","1","0","0",29,"$40,000-$49,999","5",6,-1,-1,"0","1"
137,"YES","California",8,8,"4","4","Yes","Yes","1990","Male","","No",12.292,19.533,9,9,"5","Blue","","","","","","","","","","","","10","Loser",1,0,"0","0","0","0","0","0","0","0",31,NA,NA,6,1,1,"1","0"
749,"YES","Florida",6,3,"2","1","No","Yes","1976","Female","","No",128.264,33.586,1,3,"4","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Black or African American (non-Hispanic)","","Prefer not to say","7","Handcount",1,1,"1","0","0","0","1","0","1","0",45,NA,NA,4,-5,0,"0","0"
290,"YES","Maryland",8,8,"4","5","Yes","Yes","1998","Male","","No",43.844,14.913,8,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","2","Bipartisan",1,1,"0","0","0","0","0","1","0","0",23,"$150,000","9",2,0,1,"1","0"
284,"YES","Florida",7,7,"3","3","No","No","1972","Male","","Yes",17.575,45.898,8,8,"2","Red,Green","5","No, I did not vote because I chose not to","","","2-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Local",1,1,"0","1","0","0","0","1","0","0",49,"$50,000-$74,999","6",5,1,1,"0","1"
113,"YES","Texas",10,10,"5","5","No","Yes","1992","Male","","Yes",15.033,10.91,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Handcount",1,1,"0","1","0","0","0","1","0","0",29,"$50,000-$74,999","6",4,0,0,"0","0"
269,"YES","California",8,9,"4","4","Yes","Yes","1990","Male","","Yes",36.935,12.702,8,9,"4","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","1","Bipartisan",1,1,"0","1","0","0","0","1","0","0",31,"$150,000","9",2,0,0,"1","0"
468,"YES","Michigan",7,6,"2","4","Yes","Yes","1995","Male","","No",165.726,14.94,7,6,"4","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","RL_percentage",1,1,"0","0","0","0","0","1","0","0",26,"$20,000-$29,999","3",7,0,0,"1","0"
157,"YES","Texas",10,10,"5","5","No","Yes","2000","Female","","No",12.033,13.268,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Black or African American (non-Hispanic)","","$50,000-$74,999","1","Local",1,1,"1","0","0","0","0","0","1","0",21,"$50,000-$74,999","6",5,0,0,"0","0"
214,"YES","Florida",8,6,"3","4","Yes","Yes","1997","Female","","No",15.742,25.17,9,9,"4","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","5","Handcount",1,1,"1","0","0","0","0","1","0","0",24,"$20,000-$29,999","3",4,1,3,"1","0"
227,"YES","Florida",10,1,"1","5","Yes","No","1987","Female","","Yes",13.906,11.391,10,1,"3","Red,Green","3","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate Conservative","Asian/Pacific Islander","","$150,000 or more","10","Loser",1,1,"1","1","0","0","0","0","0","1",34,"$150,000","9",6,0,0,"0","0"
137,"YES","Oregon",6,7,"4","5","No","No","1992","Male","","No",13.486,13.652,9,7,"5","Blue","","","","","","","","","","","","4","Local",1,0,"0","0","0","0","0","0","0","0",29,NA,NA,5,3,0,"0","1"
142,"YES","Virginia",9,8,"2","4","Yes","Yes","2001","Female","","Yes",12.171,14.721,9,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","2","Handcount",1,1,"1","1","0","0","0","1","0","0",20,"$75,000-$99,999","7",4,0,1,"1","0"
155,"YES","Florida",10,10,"1","1","No","Yes","1990","Female","","Yes",13.07,34.35,10,10,"5","Blue","","","","","","","","","","","","1","Loser",1,0,"1","1","0","0","0","0","0","0",31,NA,NA,6,0,0,"0","0"
97,"YES","Indiana",6,4,"2","4","No","Yes","1989","Male","","Yes",9.542,NA,4,5,"4","Red","","","","","","","","","","","","5","Control",0,0,"0","1","0","0","0","0","0","0",32,NA,NA,3,-2,1,"0","0"
133,"YES","Texas",6,4,"1","1","No","Yes","1998","Female","","No",9.629,29.299,4,3,"2","Red,Green","3","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic),Latino or Hispanic","","$50,000-$74,999","1","Soup",1,1,"1","0","1","0","0","1","0","0",23,"$50,000-$74,999","6",8,-2,-1,"0","0"
128,"YES","Tennessee",10,10,"3","2","Yes","Yes","1970","Male","","Yes",5.797,8.492,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Soup",1,1,"0","1","0","0","0","1","0","0",51,"$100,000-$149,999","8",8,0,0,"1","0"
194,"YES","Texas",8,7,"4","5","Yes","Yes","2001","Male","","No",13.517,17.421,7,4,"5","Pink","","","","","","","","","","","","7","Handcount",1,0,"0","0","0","0","0","0","0","0",20,NA,NA,4,-1,-3,"1","0"
134,"YES","Florida",10,10,"4","5","No","Yes","1997","Female","","No",18.416,19.147,10,8,"5","White","","","","","","","","","","","","1","Bipartisan",1,0,"1","0","0","0","0","0","0","0",24,NA,NA,2,0,-2,"0","0"
184,"YES","Florida",10,10,"5","5","No","Yes","1981","Female","","Yes",12.273,16.79,8,7,"4","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Liberal","Black or African American (non-Hispanic)","","$30,000-$39,999","1","Bipartisan",1,1,"1","1","0","0","0","0","1","0",40,"$30,000-$39,999","4",2,-2,-3,"0","0"
202,"YES","Florida",9,9,"4","3","Yes","Yes","1969","Male","","Yes",11.075,27.124,9,9,"3","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","RL_percentage",1,1,"0","1","0","0","0","1","0","0",52,"$50,000-$74,999","6",7,0,0,"1","0"
301,"YES","Florida",5,5,"3","3","No","Yes","2001","Female","","No",6.951,7.908,3,4,"2","Red,Green","2","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Latino or Hispanic","","Less than $10,000","1","Soup",1,1,"1","0","1","0","1","0","0","0",20,"$0-$10,000","1",8,-2,-1,"0","0"
207,"YES","New York",10,10,"2","4","Yes","Yes","1995","Female","","No",10.497,NA,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Latino or Hispanic","","$50,000-$74,999","1","Control",0,1,"1","0","1","0","1","0","0","0",26,"$50,000-$74,999","6",3,0,0,"1","0"
415,"YES","Maryland",7,3,"2","1","Yes","No","1988","Male","","No",12.496,NA,3,3,"2","Red,Green","3","No, I did not vote because I chose not to","","","Some college, but no degree","Independent","","Moderate Conservative","Black or African American (non-Hispanic)","","$75,000-$99,999","5","Control",0,1,"0","0","0","0","0","0","1","0",33,"$75,000-$99,999","7",3,-4,0,"0","0"
464,"YES","Virginia",4,7,"2","3","No","No","2000","Male","","No",16.194,41.303,4,4,"1","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Black or African American (non-Hispanic)","","$75,000-$99,999","1","Local",1,1,"0","0","0","0","0","0","1","0",21,"$75,000-$99,999","7",5,0,-3,"0","1"
477,"YES","Michigan",9,9,"4","5","Yes","Yes","1977","Male","","Yes",17.957,18.223,9,10,"4","White","","","","","","","","","","","","1","Handcount",1,0,"0","1","0","0","0","0","0","0",44,NA,NA,4,0,1,"1","0"
313,"YES","Delaware",3,2,"1","1","Yes","Yes","1998","Male","","Yes",11.187,11.99,3,3,"4","Red,Green","1","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$50,000-$74,999","4","Handcount",1,1,"0","1","0","0","0","1","0","0",23,"$50,000-$74,999","6",4,0,1,"1","0"
198,"YES","Ohio",9,9,"4","3","Yes","Yes","1998","Female","","No",11.892,13.95,9,9,"1","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Asian/Pacific Islander,Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Loser",1,1,"1","0","0","0","0","1","0","1",23,"$50,000-$74,999","6",6,0,0,"1","0"
215,"YES","Texas",8,6,"3","3","No","Yes","1998","Female","","No",11.49,33.341,8,8,"5","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","2","Local",1,1,"1","0","0","0","0","1","0","0",23,"$10,000-$19,999","2",5,0,2,"0","0"
212,"YES","Texas",8,2,"1","2","Yes","No","1967","Male","","No",23.801,31.665,8,1,"3","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Soup",1,1,"0","0","0","0","0","1","0","0",54,"$40,000-$49,999","5",8,0,-1,"0","0"
1027,"YES","North Carolina",10,10,"4","5","Yes","Yes","1981","Male","","Yes",20.15,41.951,10,10,"3","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Asian/Pacific Islander","","$100,000-$149,999","4","Local",1,1,"0","1","0","0","0","0","0","1",40,"$100,000-$149,999","8",5,0,0,"1","0"
142,"YES","Arizona",7,6,"4","2","Yes","No","1962","Male","","Yes",15.265,17.987,7,8,"3","Green","","","","","","","","","","","","10","RL_percentage",1,0,"0","1","0","0","0","0","0","0",59,NA,NA,7,0,2,"0","0"
266,"YES","New Jersey",9,9,"3","2","No","Yes","1983","Female","","Yes",23.309,12.856,9,8,"4","Red,Green","2","No, I did not vote because I chose not to","","","Some college, but no degree","Democrat","","Moderate Conservative","Asian/Pacific Islander","","Prefer not to say","2","Loser",1,1,"1","1","0","0","0","0","0","1",38,NA,NA,6,0,-1,"0","0"
252,"YES","Texas",10,10,"1","2","No","Yes","1972","Male","","No",18.45,15.274,5,5,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic),Native American or Aleut","","$10,000-$19,999","3","Soup",1,1,"0","0","0","0","0","1","0","0",49,"$10,000-$19,999","2",8,-5,-5,"0","0"
293,"YES","Alabama",7,10,"3","3","Yes","Yes","1989","Female","","Yes",11.967,22.591,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","3","Loser",1,1,"1","1","0","0","0","1","0","0",32,"$50,000-$74,999","6",6,3,0,"1","0"
159,"YES","Ohio",10,10,"4","3","Yes","Yes","1979","Male","","Yes",12.673,NA,10,10,"1","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","4","Control",0,1,"0","1","0","0","0","1","0","0",42,"$75,000-$99,999","7",3,0,0,"1","0"
153,"YES","Texas",7,5,"2","2","No","Yes","1997","Female","","No",13.234,12.705,7,6,"4","Red,Green","4","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate Conservative","Latino or Hispanic","","$40,000-$49,999","5","Local",1,1,"1","0","1","0","0","0","0","0",24,"$40,000-$49,999","5",5,0,1,"0","0"
136,"YES","Texas",6,7,"2","4","Yes","Yes","1999","Female","","Yes",11.254,17.932,7,6,"4","Green","","","","","","","","","","","","8","Bipartisan",1,0,"1","1","0","0","0","0","0","0",22,NA,NA,2,1,-1,"1","0"
133,"YES","Florida",6,5,"2","3","Yes","No","1992","Male","","No",6.371,7.886,5,5,"3","Red","","","","","","","","","","","","5","Soup",1,0,"0","0","0","0","0","0","0","0",29,NA,NA,8,-1,0,"0","0"
343,"YES","Oklahoma",5,4,"3","3","Yes","Yes","1985","Male","","Yes",20.055,23.459,4,4,"3","Black","","","","","","","","","","","","2","RL_percentage",1,0,"0","1","0","0","0","0","0","0",36,NA,NA,7,-1,0,"1","0"
640,"YES","Maryland",8,7,"2","3","No","Yes","1975","Female","","Yes",17.89,273.52,6,7,"4","Blue","","","","","","","","","","","","2","Soup",1,0,"1","1","0","0","0","0","0","0",46,NA,NA,8,-2,0,"0","0"
122,"YES","Florida",10,10,"4","3","Yes","Yes","1992","Male","","Yes",11.366,13.192,10,10,"5","Red","","","","","","","","","","","","10","Bipartisan",1,0,"0","1","0","0","0","0","0","0",29,NA,NA,2,0,0,"1","0"
160,"YES","California",3,4,"2","2","Yes","Yes","2001","Male","","No",24.41,31.309,4,3,"2","Red,Green","2","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Latino or Hispanic","","$20,000-$29,999","4","Local",1,1,"0","0","1","0","1","0","0","0",20,"$20,000-$29,999","3",5,1,-1,"1","0"
314,"YES","Oregon",1,1,"1","1","No","No","1957","Male","","No",11.627,20.295,1,1,"1","Red,Green","3","Yes, I voted","Donald Trump","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Loser",1,1,"0","0","0","0","0","1","0","0",64,"$50,000-$74,999","6",6,0,0,"0","1"
166,"YES","New Mexico",10,10,"3","3","Yes","Yes","1989","Female","","Yes",12.35,21.693,7,8,"2","Red,Green","5","No, I did not vote because I chose not to","","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","3","Local",1,1,"1","1","0","0","0","1","0","0",32,"$50,000-$74,999","6",5,-3,-2,"1","0"
300,"YES","California",4,4,"2","2","No","No","1958","Male","","No",30.93,28.531,4,3,"2","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","RL_percentage",1,1,"0","0","0","0","0","1","0","0",63,"$100,000-$149,999","8",7,0,-1,"0","1"
131,"YES","South Carolina",6,8,"4","4","No","Yes","1995","Female","","Yes",8.661,11.232,8,7,"4","Pink","","","","","","","","","","","","4","Soup",1,0,"1","1","0","0","0","0","0","0",26,NA,NA,8,2,-1,"0","0"
169,"YES","Kentucky",4,2,"2","3","Yes","No","1998","Female","","Yes",11.856,33.951,5,4,"3","Pink","","","","","","","","","","","","10","Bipartisan",1,0,"1","1","0","0","0","0","0","0",23,NA,NA,2,1,2,"0","0"
